1,0,0.0304,0.0304
2,1,0.003,0.0335
3,1,-0.0177,0.0152
4,1,-0.0147,0.0003
5,1,0.013,0.0133
6,1,0.0127,0.0262
7,1,-0.0058,0.0203
8,1,-0.0129,0.0071
9,1,0.0014,0.0085
10,1,0.018,0.0267
11,1,-0.0049,0.0216
12,1,0.0003,0.022
13,1,0.0048,0.0268
14,1,0.0059,0.0329
15,1,0.0078,0.0409
16,1,-0.0041,0.0366
17,1,-0.0132,0.0229
18,1,0.0129,0.0361
19,1,-0.0001,0.036
20,1,-0.016,0.0194
21,1,0.0071,0.0267
22,1,0.0086,0.0356
23,1,0.0024,0.0381
24,1,-0.0065,0.0314
25,1,-0.0039,0.0273
26,1,-0.011,0.016
27,1,-0.0024,0.0135
28,1,0.0193,0.0331
29,1,-0.0046,0.0283
30,1,-0.0047,0.0235
31,1,-0.0082,0.0151
32,1,0.0034,0.0186
33,1,0.0032,0.0218
34,1,0.0175,0.0397
35,1,0.0024,0.0423
36,1,0.0039,0.0463
37,1,0.0066,0.0532
38,1,-0.0086,0.0442
39,1,-0.0011,0.0431
40,1,-0.0088,0.0339
41,1,-0.0214,0.0118
42,1,-0.0022,0.0096
43,1,0.006,0.0157
44,1,0.0074,0.0232
45,1,-0.0031,0.02
46,1,0.0081,0.0283
47,1,-0.0151,0.0127
48,1,0.0054,0.0182
49,1,0.021,0.0396
50,1,0.0281,0.0688
51,1,0.0218,0.0921
52,1,-0.0004,0.0917
53,1,0.0305,0.125
54,1,0.1626,0.3079
55,1,-0.0097,0.2952
56,1,0.0036,0.2999
57,1,-0.0004,0.2995
58,1,-0.0293,0.2614
59,1,-0.0296,0.2241
60,1,0.0053,0.2306
61,1,0.0021,0.2332
62,1,0.0027,0.2365
63,1,0.0047,0.2424
64,1,-0.0106,0.2292
65,1,0.011,0.2427
66,1,-0.0052,0.2362
67,1,0.0182,0.2587
68,1,-0.0047,0.2528
69,1,-0.0086,0.242
70,1,-0.0019,0.2397
71,1,0.041,0.2905
72,1,0.0017,0.2927
73,1,-0.0072,0.2834
74,1,0.0042,0.2887
75,1,0.0069,0.2976
76,1,-0.0078,0.2875
77,1,0.0077,0.2975
78,1,-0.021,0.2703
79,1,-0.0522,0.204
80,1,-0.0402,0.1555
81,1,-0.0091,0.145
82,1,0.0772,0.2333
83,1,0.0125,0.2487
84,1,-0.0124,0.2333
85,1,-0.018,0.2111
86,1,-0.0282,0.1769
87,1,0.0244,0.2056
88,1,-0.0122,0.1909
89,1,-0.0127,0.1758
90,1,0.0237,0.2037
91,1,-0.0007,0.2028
92,1,0.0119,0.2172
93,1,0.0065,0.225
94,1,-0.0043,0.2198
95,1,0.0193,0.2433
96,1,0.0007,0.2442
97,1,0.0092,0.2557
98,1,-0.016,0.2356
99,1,0.0092,0.2469
100,1,-0.0207,0.2211
101,1,0.0001,0.2213
102,1,0.0025,0.2243
103,1,-0.0225,0.1967
104,1,-0.0248,0.167
105,1,-0.0026,0.1639
106,1,0.0253,0.1934
107,1,0.0057,0.2002
108,1,0.0233,0.2282
109,1,0.0224,0.2557
110,1,-0.0001,0.2556
111,1,-0.0024,0.2525
112,1,-0.0045,0.2469
113,1,0.0064,0.2548
114,1,0.0077,0.2645
115,1,0.01,0.2771
116,1,-0.004,0.272
117,1,0.0185,0.2956
118,1,0.0033,0.2999
119,1,0.0067,0.3085
120,1,-0.0285,0.2712
121,1,-0.0121,0.2559
122,1,0.0139,0.2734
123,1,0.0561,0.3447
124,1,0.0164,0.3668
125,1,0.0023,0.37
126,1,0.0056,0.3776
127,1,0.0108,0.3925
128,1,-0.01,0.3785
129,1,0.014,0.3979
130,1,0.0014,0.3999
131,1,0.0087,0.412
132,1,0.0071,0.422
133,1,0.0012,0.4238
134,1,-0.009,0.411
135,1,0.0046,0.4175
136,1,0.0092,0.4306
137,1,-0.0114,0.4143
138,1,-0.0218,0.3835
139,1,0.014,0.4029
140,1,-0.0059,0.3946
141,1,0.0188,0.4208
142,1,-0.0001,0.4207
143,1,0.0224,0.4526
144,1,-0.0004,0.452
145,1,-0.0091,0.4388
146,1,-0.0005,0.4381
147,1,0.0035,0.4432
148,1,-0.0118,0.4261
149,1,0.0274,0.4653
150,1,-0.0076,0.4541
151,1,-0.0124,0.4361
152,1,0.0143,0.4567
153,1,-0.008,0.4451
154,1,0.0028,0.4491
155,1,-0.0162,0.4255
156,1,-0.0033,0.4209
157,1,-0.0127,0.4029
158,1,0.0162,0.4255
159,1,-0.0032,0.4209
160,1,0.0217,0.4518
161,1,-0.0087,0.4392
162,1,-0.0169,0.4149
163,1,0.0052,0.4223
164,1,0.0083,0.4341
165,1,0.0018,0.4367
166,1,-0.0035,0.4317
167,1,0.0214,0.4624
168,1,0.015,0.4843
169,1,-0.0046,0.4774
170,1,-0.0156,0.4544
171,1,-0.0239,0.4197
172,1,0.0028,0.4236
173,1,-0.0029,0.4195
174,1,-0.0241,0.3853
175,1,-0.0136,0.3664
176,1,0.003,0.3704
177,1,0.0167,0.3934
178,1,-0.0346,0.3452
179,1,0.0164,0.3673
180,1,-0.0286,0.3282
181,1,0.0121,0.3443
182,1,-0.0007,0.3433
183,1,0.0113,0.3585
184,1,0.0259,0.3936
185,1,-0.0159,0.3715
186,1,0.0002,0.3718
187,1,-0.0221,0.3415
188,1,0.0428,0.3989
189,1,0.0174,0.4233
190,1,0.0124,0.4409
191,1,0.0132,0.4599
192,1,-0.0404,0.4009
193,1,-0.0258,0.3648
194,1,-0.036,0.3156
195,1,0.0006,0.3164
196,1,-0.0045,0.3105
197,1,0.0083,0.3214
198,1,-0.0007,0.3205
199,1,0.0008,0.3215
200,1,0.0152,0.3416
201,1,0.02,0.3684
202,1,-0.0198,0.3413
203,1,0.0064,0.3499
204,1,0.0096,0.3629
205,1,-0.0161,0.3409
206,1,0.005,0.3477
207,1,0.0114,0.3631
208,1,-0.0058,0.3551
209,1,-0.0105,0.3408
210,1,0.0348,0.3874
211,1,-0.0036,0.3824
212,1,-0.0107,0.3677
213,1,-0.0019,0.3651
214,1,-0.0239,0.3325
215,1,0.001,0.3339
216,1,0.0166,0.3561
217,1,0.0093,0.3688
218,1,0.0173,0.3925
219,1,0.0072,0.4025
220,1,0.0004,0.4031
221,1,0.009,0.4158
222,1,0.0015,0.4179
223,1,-0.004,0.4122
224,1,0.0089,0.4248
225,1,-0.0028,0.4209
226,1,-0.0033,0.4162
227,1,-0.0036,0.4111
228,1,-0.0021,0.4082
229,1,0.0167,0.4318
230,1,0.0032,0.4364
231,1,-0.0071,0.4262
232,1,0.0089,0.4389
233,1,-0.0059,0.4304
234,1,-0.0086,0.4181
235,1,0.0125,0.4359
236,1,-0.0104,0.421
237,1,-0.0009,0.4198
238,1,-0.0025,0.4162
239,1,0.009,0.4289
240,1,0.0099,0.443
241,1,0.0045,0.4495
242,1,0.0059,0.4582
243,1,0.0098,0.4725
244,1,-0.0145,0.4512
245,1,-0.0017,0.4487
246,1,0.0066,0.4582
247,1,-0.0541,0.3792
248,1,0.006,0.3875
249,1,-0.0227,0.356
250,1,-0.0054,0.3487
251,1,-0.0227,0.3181
252,1,0.004,0.3233
253,1,0.0092,0.3356
254,2,-0.0183,0.3111
255,1,0.0041,0.3165
256,1,0.0047,0.3227
257,1,0.0146,0.3421
258,1,0.0054,0.3494
259,1,0.0141,0.3683
260,1,-0.0119,0.352
261,2,0.0066,0.3609
262,2,-0.0112,0.3457
263,2,0.001,0.3471
264,2,-0.0217,0.318
265,2,0.0031,0.3221
266,2,0.0015,0.3241
267,2,0.0061,0.3322
268,2,-0.0086,0.3208
269,2,0.0107,0.3349
270,2,0.0059,0.3427
271,2,0.0093,0.3552
272,2,-0.0037,0.3501
273,1,0.0017,0.3524
274,2,-0.0046,0.3461
275,2,0.0122,0.3626
276,2,-0.0037,0.3575
277,2,0.0016,0.3598
278,2,-0.0041,0.3542
279,2,0.004,0.3596
280,2,0.0014,0.3615
281,2,-0.0134,0.3432
282,2,-0.0037,0.3383
283,2,0.0057,0.3458
284,2,-0.007,0.3364
285,2,0.0046,0.3425
286,2,-0.0155,0.3217
287,2,0.0108,0.336
288,2,0.0025,0.3393
289,2,-0.0073,0.3296
290,2,0.0162,0.351
291,2,-0.032,0.3078
292,2,-0.0109,0.2936
293,2,0.024,0.3246
294,2,0.0108,0.3389
295,2,0.0,0.339
296,2,0.0141,0.3578
297,2,0.0033,0.3623
298,2,0.0131,0.3801
299,2,-0.0014,0.3782
300,2,0.0125,0.3955
301,2,0.0107,0.4104
302,2,-0.0074,0.3999
303,2,-0.0075,0.3895
304,2,-0.0019,0.3868
305,2,-0.0078,0.376
306,2,0.0009,0.3772
307,1,0.0003,0.3776
308,2,0.0078,0.3884
309,2,-0.0017,0.386
310,2,0.0006,0.3868
311,1,-0.0023,0.3835
312,1,0.0002,0.3838
313,1,0.0057,0.3917
314,1,0.0051,0.3987
315,1,0.0333,0.4453
316,1,0.0121,0.4628
317,1,-0.001,0.4613
318,1,-0.0015,0.4591
319,1,-0.0021,0.4561
320,1,0.0121,0.4738
321,1,-0.0021,0.4707
322,1,0.0028,0.4748
323,1,0.0013,0.4766
324,1,-0.0004,0.4761
325,1,-0.0014,0.474
326,1,-0.0014,0.472
327,1,-0.0059,0.4633
328,1,0.0053,0.471
329,1,-0.0033,0.4661
330,1,-0.0039,0.4605
331,1,-0.0034,0.4556
332,1,-0.0005,0.4549
333,1,-0.0038,0.4494
334,1,-0.0029,0.4452
335,1,0.0024,0.4487
336,1,0.0033,0.4535
337,1,-0.0049,0.4464
338,1,-0.0026,0.4426
339,1,0.002,0.4454
340,1,0.0069,0.4554
341,1,0.014,0.4758
342,1,-0.0,0.4757
343,1,-0.0064,0.4663
344,1,-0.0179,0.4401
345,1,0.0131,0.459
346,1,-0.0126,0.4405
347,1,0.0022,0.4437
348,1,0.0136,0.4634
349,1,-0.0041,0.4574
350,1,-0.0032,0.4527
351,1,0.0055,0.4607
352,1,0.0066,0.4703
353,1,0.0136,0.4903
354,1,-0.0012,0.4884
355,1,-0.0151,0.466
356,1,0.0101,0.4807
357,2,0.0155,0.5036
358,2,0.0004,0.5042
359,2,0.01,0.5192
360,2,-0.0007,0.5181
361,2,-0.0032,0.5132
362,2,0.0124,0.532
363,2,-0.0032,0.5271
364,2,-0.0026,0.523
365,2,0.0027,0.5272
366,2,-0.0127,0.5077
367,2,0.0037,0.5133
368,2,-0.0058,0.5046
369,2,-0.0076,0.4931
370,2,-0.0122,0.475
371,2,0.0058,0.4835
372,1,0.0068,0.4936
373,1,-0.0066,0.4838
374,1,0.003,0.4882
375,1,0.0142,0.5092
376,1,-0.0086,0.4963
377,2,-0.0151,0.4737
378,1,-0.0058,0.4652
379,1,0.0027,0.4692
380,1,-0.0118,0.4518
381,1,-0.0055,0.4439
382,1,-0.0212,0.4133
383,1,-0.0079,0.4022
384,1,-0.0014,0.4002
385,1,0.0268,0.4377
386,1,0.0124,0.4556
387,1,-0.0079,0.4441
388,1,-0.0314,0.3988
389,1,-0.0109,0.3834
390,1,-0.024,0.3502
391,1,0.0291,0.3896
392,1,0.0062,0.3982
393,1,0.0079,0.4093
394,1,-0.013,0.391
395,1,0.0114,0.4068
396,1,0.0003,0.4072
397,1,-0.0076,0.3964
398,1,0.0016,0.3987
399,1,0.0071,0.4086
400,1,0.0046,0.4152
401,1,-0.0172,0.3909
402,1,-0.0149,0.3701
403,1,0.0002,0.3704
404,1,0.018,0.395
405,1,-0.0026,0.3914
406,1,0.0197,0.4188
407,1,0.0047,0.4254
408,1,0.018,0.451
409,1,-0.0019,0.4483
410,1,0.0092,0.4616
411,1,0.0031,0.4662
412,1,-0.0027,0.4621
413,1,-0.0071,0.4517
414,1,0.0033,0.4565
415,1,0.0033,0.4613
416,1,-0.0037,0.456
417,1,-0.0031,0.4514
418,1,-0.0023,0.4481
419,1,0.0026,0.4519
420,1,-0.0066,0.4423
421,1,-0.0021,0.4393
422,1,-0.013,0.4206
423,1,0.0196,0.4484
424,1,-0.0003,0.448
425,1,0.0065,0.4574
426,1,0.015,0.4793
427,1,0.0024,0.4828
428,1,-0.0014,0.4807
429,1,0.0047,0.4876
430,1,-0.0004,0.487
431,1,0.0017,0.4896
432,1,-0.0042,0.4833
433,1,0.0019,0.4861
434,1,-0.0056,0.4778
435,1,0.0046,0.4846
436,1,0.0196,0.5137
437,1,0.006,0.5229
438,1,0.0105,0.5389
439,1,-0.0017,0.5362
440,1,-0.0139,0.5148
441,1,-0.0251,0.4768
442,1,-0.0044,0.4703
443,1,-0.006,0.4614
444,2,0.0091,0.4748
445,2,-0.0354,0.4225
446,1,0.0018,0.4251
447,1,0.0093,0.4383
448,1,0.0008,0.4394
449,1,0.0002,0.4397
450,1,0.0058,0.4481
451,1,0.0049,0.4552
452,1,0.0013,0.457
453,1,-0.0032,0.4523
454,1,0.0058,0.4607
455,1,0.0052,0.4683
456,1,0.0032,0.4731
457,1,0.0025,0.4767
458,1,-0.0004,0.4761
459,1,-0.0037,0.4705
460,1,0.0022,0.4738
461,1,-0.0056,0.4655
462,1,0.014,0.486
463,1,-0.0081,0.4741
464,1,-0.0009,0.4727
465,1,-0.0021,0.4696
466,1,0.0046,0.4763
467,1,0.0029,0.4806
468,1,0.0049,0.4879
469,1,0.0042,0.4941
470,1,0.0037,0.4996
471,1,0.0015,0.5019
472,1,0.0029,0.5062
473,1,0.0019,0.509
474,1,0.0027,0.5131
475,1,-0.0051,0.5054
476,1,-0.0205,0.4746
